y,x,pred,err,merr,k,ctx_id,code_len
0,183,74,4,8,1,361,6
0,184,79,-1,1,1,361,2
0,185,79,-1,1,1,361,2
0,186,79,-1,1,1,361,2
0,187,79,4,8,1,361,6
0,188,84,-2,3,1,361,3
0,189,83,0,0,1,361,2
0,190,84,0,0,1,361,2
0,191,85,-2,3,1,361,3
0,192,84,0,0,1,361,2
0,193,85,-1,1,1,361,2
0,194,85,1,2,1,361,3
0,195,87,-3,5,1,361,4
0,196,85,1,2,1,361,3
0,197,87,1,2,1,361,3
0,198,89,-1,1,1,361,2
0,199,89,-1,1,1,361,2
0,200,89,-3,5,1,361,4
0,201,87,-2,3,1,361,3
0,202,86,0,0,1,361,2
0,203,87,2,4,1,361,4
0,204,90,0,0,1,361,2
0,205,91,-2,3,1,361,3
0,206,90,-1,1,1,361,2
0,207,90,-2,3,1,361,3
0,208,89,-1,1,1,361,2
0,209,89,3,6,1,361,5
0,210,93,-2,3,1,361,3
0,211,92,-1,1,1,361,2
0,212,92,0,0,1,361,2
0,213,93,-3,5,1,361,4
0,214,91,-1,1,1,361,2
0,215,91,-1,1,1,361,2
0,216,91,1,2,1,361,3
0,217,93,-4,7,1,361,5
0,218,90,2,4,1,361,4
0,219,93,-3,5,1,361,4
0,220,91,0,0,1,361,2
0,221,92,-3,5,1,361,4
0,222,90,2,4,1,361,4
0,223,93,-1,1,1,361,2
0,224,93,1,2,1,361,3
0,225,95,-3,5,1,361,4
0,226,93,-2,3,1,361,3
0,227,92,2,4,1,361,4
0,228,95,-2,3,1,361,3
0,229,94,-2,3,1,361,3
0,230,93,-1,1,1,361,2
0,231,93,-1,1,1,361,2
0,232,93,2,4,1,361,4
0,233,96,-2,3,1,361,3
0,234,95,0,0,1,361,2
0,235,96,-2,3,1,361,3
0,236,95,-3,5,1,361,4
0,237,93,1,2,1,361,3
0,238,95,-1,1,1,361,2
0,239,95,0,0,1,361,2
0,240,96,0,0,1,361,2
0,241,97,-2,3,1,361,3
0,242,96,-1,1,1,361,2
0,243,96,1,2,1,361,3
0,244,98,-2,3,1,361,3
0,245,97,-4,7,1,361,5
0,246,94,1,2,1,361,3
0,247,96,-2,3,1,361,3
0,248,95,-5,9,1,361,6
0,249,91,0,0,1,361,2
0,250,92,-2,3,1,361,3
0,251,91,2,4,1,361,4
0,252,94,-1,1,1,361,2
0,253,94,-1,1,1,361,2
0,254,94,-5,9,1,361,6
0,255,90,1,2,1,361,3
